标题,UP主,分区,播放量,点赞数,评论数,弹幕数,收藏数,投币数,分享数,时长秒,发布时间,BV号,数据日期
细线条，光污染，新动画画风真的在集体“审美降级”吗？,42手册,影视杂谈,297261,18286,1476,1151,8472,5343,865,1709,2026-08-08 04:00:00,BV17uuM6rEwJ,20260810
当屈原开粉丝签售会,混饭达人,娱乐杂谈,109652,19163,380,518,1818,1212,377,394,2026-08-09 03:12:27,BV1gvuj6dEV4,20260810
循环歌单丨奶奶用温柔感化代码，Verity的温柔结局被破解【【Towards The Light】,若勿忘我_毅心,音乐综合,3123149,80215,70,149,96868,6891,42,2419,2026-08-08 00:00:00,BV15vu86PEBC,20260810
孩子，今天带你看看富人的天宫生活！！！,机智的呆狗,搞笑,3547571,87824,2367,1416,27338,9054,653,234,2026-08-06 08:58:08,BV18mun6PE5C,20260810
“热度散去，我又回到理塘。”理塘新曲《格聂山的葬礼》,夜吟月寒丶,翻唱,1730985,91546,4354,1289,21157,28992,15699,238,2026-08-05 04:30:00,BV1kRMd6HExX,20260810
我们从网上买来了一些泡面尝了尝…,摸鱼事务所,日常,2171851,78885,4653,14485,19665,30858,5316,2825,2026-08-05 09:43:12,BV1oKM165EkC,20260810
爷们！,小A大帅比,同人·手书,553948,57946,1568,265,15728,984,7825,45,2026-08-08 03:00:00,BV1nnuT6LEJL,20260810
把“纸片人”做成战术射击？这款二游的特色玩法为何使口碑两极分化？,拜托小宿,电子竞技,183534,7476,592,294,2682,2280,134,395,2026-08-08 11:48:13,BV1xRu36qECd,20260810
神秘二游车队,慕头MT,单机游戏,265432,15289,1473,494,3163,761,3950,256,2026-08-08 00:00:00,BV1giut6REq8,20260810
【世界周侃】警惕！日本政府设下的“二次元陷阱”,央视新闻,日常,771751,50627,4795,1829,6713,3714,6888,208,2026-08-07 13:30:01,BV16Puh65EVH,20260810
【直到大地变成一颗酸橙】TO-EX-1至TO-EX-8挂机流，突袭刻章都不愁！| 明日方舟攻略简单好抄(含EX8突袭豪华版等),自在道爷,手机游戏,230146,5770,214,236,1230,3539,75,1600,2026-08-08 10:40:15,BV1j7uG6QEmW,20260810
这分明是老叟戏顽童,GTI火箭兵鲁鲁鸟,网络游戏,744147,32679,707,499,4741,1008,1731,208,2026-08-07 06:40:40,BV1qfux6cEBJ,20260810
大理百元豪车租赁乱象调查：186元租的保时捷是重大事故车，游客拒买高价保险遭敲诈【探照灯计划】,晨视频晨世,日常,238382,7577,680,331,1076,836,1428,578,2026-08-08 11:30:00,BV1xyux6rENC,20260810
当和你一起玩的那个兄弟延迟过高：,MC_东方,单机游戏,7056345,545017,4591,5718,97146,11413,18547,47,2026-08-04 09:24:17,BV1JQuc6fEsA,20260810
桑多涅：哥伦比娅你好烦啊！,椿酱丶,综合,260268,26035,465,367,7655,3055,1338,220,2026-08-08 04:00:00,BV1e1uP6hE9s,20260810
澳洲打工度假351天的记录,韩国旅行者Kkangbo,出行,911977,32007,1743,4559,16489,17952,1752,17222,2026-08-06 11:00:00,BV1Jxun6EEFW,20260810
犯罪高手,莫梓艺大笑,原创音乐,3469144,555059,6604,2511,62879,124784,10047,55,2026-08-05 12:27:51,BV1LbMy66EWf,20260810
【原画】VS【动漫】？！【B萌应援】,神户春实锤了,同人·手书,472980,21845,481,1156,1587,1356,186,40,2026-08-04 08:20:53,BV1Hyuc6eEhs,20260810
外国大肘子连续肘击兔娘猫罐张诗尧？！,猛男舞团IconX,日常,252818,23836,265,110,1501,1638,346,67,2026-08-09 04:03:21,BV1Geuj64EpW,20260810
【第五手书】: 免费饮料你免费了！,礻困,同人·手书,143528,33877,576,263,8291,8835,2197,147,2026-08-08 10:37:11,BV15JuG6nEnu,20260810
穿越重生短剧之战锤40K（第六集）,gamebear一坨矿,亲子,193536,19168,556,396,4908,972,316,112,2026-08-08 09:15:36,BV1qauu6yEJx,20260810
🐧小时候的快乐瞬间🐧【B萌应援】,康纳RK咕嘎,综合,183441,20278,513,116,3034,1937,559,88,2026-08-03 16:53:32,BV1WeMo6REcj,20260810
《凡应》EP02测试全新PV——与巨兽彼此依存，和鸣共生！,凡应游戏,MAD·AMV,3790022,10384,1941,594,2728,1573,3358,171,2026-08-06 03:00:00,BV1HEGN6UEF7,20260810
人口不到千万，游戏席卷全球！瑞典的游戏产业是如何壮大的？,多熙君Vic,单机游戏,427407,25139,1204,877,9722,1635,951,734,2026-08-07 04:24:16,BV1i1u46fEyP,20260810
畸变虫灾（5）：击败外星生物，制作更强的步枪,方块南瓜君,单机游戏,2014451,45067,186,736,23378,1210,212,410,2026-08-06 11:00:00,BV1u2MU6yE9c,20260810
我的同桌苗疆美少女又要对我下蛊？,红色社畜,同人·手书,471227,47286,685,546,17586,744,424,83,2026-08-08 06:49:32,BV1VEug6VEMM,20260810
肇州实现村牛奶河，气味刺鼻，鱼虾绝迹不能灌溉,渔猎齐哥,科学科普,1189646,152184,6101,2568,9257,35304,2811,431,2026-08-05 23:19:13,BV18uMD6mETn,20260810
第三集 |🐧赛伊德：“雷斯也变成女孩了？！”🐧,徐Toso,单机游戏,2654728,176998,3374,14923,87031,11086,6432,256,2026-08-06 12:12:55,BV1T8uJ6oEqK,20260810
【warma】有谁能懂我的艺术吗？！,warma养鸽场,单机游戏,1621289,81418,1131,1451,18647,11701,4333,462,2026-08-07 04:00:00,BV1vPMX6fEFD,20260810
电影BUG楞被粉丝脑洞圆回来了！主创看后表示：对，我就是这么想的!,电影冷知识,影视杂谈,1392444,74188,712,738,6676,768,223,340,2026-08-07 08:00:00,BV1dmub6KEis,20260810
做个超下饭麻辣拌！黏黏糊糊太过瘾了！配上自制炸鸡，好酥脆啊,了in林,美食记录,323507,14166,279,860,4780,2877,1273,748,2026-08-07 11:20:34,BV1Xvut6sEjU,20260810
罚款几十万，狂赚几个亿，擦边经济有多疯狂？【科技狐】,科技狐,数码,390599,18122,2441,1955,4717,2834,1469,540,2026-08-07 11:00:36,BV111ut6mE1E,20260810
【高二数学】选择性必修一零基础讲解！从零开始拯救学渣！,一数,校园学习,1059238,68502,3159,13644,44108,10278,2709,67597,2026-08-04 12:00:00,BV1rDuc68EFZ,20260810
今天是一期超长下饭电子榨菜～,捷豹真的神,综艺,1237161,112429,3094,3265,15998,29910,4537,646,2026-08-06 07:47:58,BV1Qou768EKN,20260810
"当""爱心""被放在秤上称斤卖两",护资备考小团子,社科·法律·心理,632398,76097,1259,307,5111,4952,692,147,2026-08-06 09:53:25,BV1CJun6pEFv,20260810
今天真要给一个泡面“道歉”吗……,海潮有点潮,美食测评,982469,88814,948,692,5134,2867,434,136,2026-08-07 11:23:24,BV1Uzut6QEnq,20260810
白宫也有川剧大师？万税爷表演连环变脸,麻薯波比呀,社科·法律·心理,904704,60542,1242,2415,7072,5716,618,1001,2026-08-08 03:46:09,BV1LuuM6rEnb,20260810
第三集｜陌生人的舌头，给了百年老店一个答案,林述巍JACKLIN,美食制作,1092401,44504,796,274,2051,8470,310,496,2026-08-07 04:30:00,BV1kvu76yECF,20260810
【歌手2026】《花田错》x吴碧霞老师｜不要迷恋镜花水月的无聊,Vinida万妮达,音乐现场,789385,26715,1454,984,7480,12706,3622,258,2026-08-07 14:40:05,BV1QBu86cEph,20260810
【本家投稿】トリックハート(魔术之心) / MIMI feat. 重音テトSV 【Official Video】,MIMI_music,VOCALOID·UTAU,134240,39102,2748,1291,21933,17007,2558,158,2026-08-08 09:02:56,BV1ohuu6LEBP,20260810
当我让弟弟模仿我的日常第六弹,胶布布布布,亲子,2806019,213652,2155,940,20278,4230,6743,128,2026-08-04 02:15:02,BV16Kuc68Eaz,20260810
《别接我，我改！》,中国消防,日常,8994039,277175,7123,1722,62165,29985,20023,146,2026-08-05 02:11:29,BV1v1Mr6wEiP,20260810
"误入美国极右翼农村国庆庆典,我会被人歧视/赶走吗？【探照灯计划】",街头小小小霸王,出行,477995,23619,3354,3251,5679,4959,901,716,2026-08-08 09:05:00,BV1JCuM6EEne,20260810
你说监狱里碰到的无名全是好人？,爱鼠TV-呆呆兽,网络游戏,458560,20456,557,382,3074,520,99,457,2026-08-08 09:00:00,BV1WbuP6GEv6,20260810
柯洁VS党毅飞（不可能的逆转）,阿引围棋,桌游棋牌,6294664,239289,8607,2492,25800,6106,6280,471,2026-08-04 06:24:26,BV1kxuw6iEb2,20260810
三角洲行动 全游戏最低后坐力！超压减速+极限稳定！黑科技邪修倍镜腾龙改法教学！【S】,Always聪聪,网络游戏,720981,32569,1896,464,23122,1855,2025,415,2026-08-08 02:00:00,BV12NuT6sEi7,20260810
单向阻车器：只扎逆行车辆！,万物科普世界,科学科普,1679603,9111,428,107,623,594,122,54,2026-08-07 03:00:00,BV1KZup6NExx,20260810
塑料袋6大邪修用法,万物研究所-6,三农,2398652,102854,673,315,92693,3240,3164,64,2026-08-06 02:46:48,BV1g1MU6LEm3,20260810
《三国语言版三国杀》,会飞的企鹅_-,桌游棋牌,2566098,164783,1402,650,48092,5924,4902,125,2026-08-04 12:55:28,BV1ipuA64EpU,20260810
【蓝牙耳机推荐2026】8月大合集！耳机推荐/耳夹式耳机/入耳式蓝牙耳机/百元蓝牙耳机，含降噪音质测试！全价位手机厂/HiFi厂对比！看完再买不踩坑,电光球球,日常,1975957,62594,604,1589,12794,4948,6099,1788,2026-08-05 11:18:41,BV1TyMy68EH9,20260810
有个姐姐也不错！,小草莓林杉杉,日常,194054,14354,159,126,4539,1222,46,30,2026-08-09 04:19:40,BV1hmu36GEvk,20260810
们无限流有自己的规则怪谈。,甜妹领军人物,日常,400288,45967,3256,598,6020,761,2433,180,2026-08-07 12:00:00,BV18Lu46JE2Z,20260810
“当全世界都知道你10天后成为超人（16）”,小火猫meme日记,人文历史,786193,35980,1213,696,12512,2141,216,138,2026-08-08 05:55:14,BV1PBug68Eu2,20260810
周围全是核废水！请在这荒岛生存下去！,与山0v0,单机游戏,762134,73326,1203,2672,18948,24438,808,1294,2026-08-08 01:00:00,BV1UfuP6DE1U,20260810
两分钟后，她就被联合国列入黑名单了,LobotD轩轩轩儿,原创音乐,938886,63652,3076,741,41897,6266,7170,122,2026-08-06 11:27:15,BV1oQuJ6rE3h,20260810
苗族coser的蜈蚣到底是怎么养的，我可以养吗？,林带鱼w,日常,552554,48093,1326,201,9456,5163,460,122,2026-08-07 10:38:46,BV1osut6wEcr,20260810
《乱》Celestial Decay｜侯景之乱,我就叫孙皓冉,短片,351293,15892,1704,1961,8811,9724,2724,863,2026-08-07 10:38:02,BV1jsut6AEFr,20260810
小时候干活的那些迷惑行为,猫meme我的刀盾,日常,1573184,133321,11449,2585,27810,2502,12974,86,2026-08-07 05:22:04,BV1kau46BEnD,20260810
现在的小孩vs以前的小孩,西维西师傅,搞笑,2113665,130953,2050,355,5698,1010,1107,47,2026-08-08 06:11:31,BV1Loug67EU8,20260810
【梨诺】首发攻略 电+自然核心辅助 角色定位/技能解析/配队推荐/养成推荐/潜能/抽取建议,YZ-月咒,手机游戏,249074,6915,2704,535,1335,1503,567,470,2026-08-09 04:05:00,BV1H5uj6gErY,20260810
80后老登勇闯加勒比海无人岛，谁知夜里的海底都是巨型犀牛虾！,OK哥环球探海记,出行,6846730,154735,2226,10970,94856,34070,5174,1402,2026-08-05 03:00:00,BV1xkuA6CE7h,20260810
果葡糖浆不好？对，但白砂糖也一样！,中国食品报融媒体,科学科普,1043082,40131,3311,1535,7517,1640,749,535,2026-08-08 11:05:00,BV1JAuM61EP5,20260810
美人鱼逃脱模拟器！,陈三岁恐怖游戏,单机游戏,1364442,71866,870,700,10886,544,415,182,2026-08-07 03:42:22,BV1qCu46cEjc,20260810
歌剧老师锐评《歌手2026》歌王之战（上）,铁豆钢蛋,乐评盘点,384110,20770,3451,17865,4318,15874,568,4314,2026-08-08 14:21:50,BV1kHu36FEv7,20260810
策划你要不给比特换个眼镜吧#三角洲行动,陈皮三角洲,网络游戏,489826,20533,254,23,1172,1508,625,13,2026-08-08 13:55:41,BV1Ycu36kE6U,20260810
人生可以重来？当我手搓了一个“人生模拟器”…我竟然能过上五种人生？,纳骨小鸟,日常,466265,36920,247,586,3252,2488,669,376,2026-08-08 03:00:00,BV1bpub6pEfp,20260810
你们都喊我来玩鸣潮iwanna，键盘和我都崩溃了,老耗游戏,单机游戏,898403,79170,2184,847,5588,9344,3864,257,2026-08-07 12:35:50,BV1Wiuh6HEPy,20260810
5个天才高中生做的高中生活游戏,拧不动啊真拧不动,单机游戏,3409446,139910,3029,4130,35433,5942,14870,1149,2026-08-05 12:19:35,BV19eMy6TEmz,20260810
这首歌简直太适合法语吧??,AliceRoche法国爱黎,翻唱,965113,141826,835,181,21981,5253,2395,110,2026-08-06 09:23:25,BV1T3un6fEAr,20260810
【歌手2026】《再见》Vinida万妮达｜不回头的走下去,Vinida万妮达,音乐现场,791010,31002,1671,926,9549,21441,5169,305,2026-08-07 15:04:27,BV1Ngu86nEN9,20260810
《猫和老鼠》中的屁屁竟被打了这么多次...,大福咕咕,动漫杂谈,849893,33126,447,1343,10225,3969,410,437,2026-08-07 08:59:59,BV1UbuH6NEwV,20260810
【散人】你拼我猜！抽象艺术《破烂艺术家》,逍遥散人,单机游戏,293606,32151,221,1783,2949,2152,735,2444,2026-08-08 12:43:58,BV1r4u36dEKn,20260810
生活中最阴的概念神实力排行（2）,东方日出哇,特摄,6999618,327081,4166,6316,67172,9181,9354,333,2026-08-05 04:56:00,BV1LcMr6AESQ,20260810
末日高架桥，我们被困了100天！P7,马里奥红叔,单机游戏,604083,87761,1532,10439,23184,48807,684,1320,2026-08-08 03:00:00,BV1nYuP6zEsn,20260810
《小明一家》,是许木木啊,日常,497480,52702,2039,2117,9887,6893,861,983,2026-08-08 09:30:00,BV1gHuM6YEi1,20260810
绥化明水友爱村，黑土地为什么绝收？好事为啥落地之后就绝收了？哪个环节出了问题？黑土去哪了？希望尽快查明真相，确保明年丰收，村民很着急,渔猎齐哥,科学科普,340990,56678,2491,808,2617,11192,894,717,2026-08-08 01:54:54,BV1Cjuu6REFv,20260810
终于破纪录了,街健呆木头,健身,1908492,93365,819,162,1557,1255,398,18,2026-08-06 10:45:00,BV1n6u76GEw6,20260810
00后新老师被值周生为难,脱缰凯Kk,小剧场,1915547,141085,2004,2571,11483,3533,1066,257,2026-08-07 09:00:00,BV1AgMy69EQM,20260810
4.4货币战争现状.exe,阿遥那家伙,手机游戏,1462262,134809,2998,1105,25831,18082,8827,331,2026-08-06 12:00:00,BV1qUuJ6CErR,20260810
最低15W！极限性价比！SCAR尾盖的正确改法,Xavier_07,网络游戏,221974,11579,701,238,11468,630,1859,245,2026-08-08 01:15:00,BV1mkuN6HEPp,20260810
多重算计！字字杀机！《凡人修仙传》186逐帧解析,利维坦mY,动漫杂谈,511662,34577,3543,2332,2819,10497,554,876,2026-08-08 10:53:52,BV1TYuG6rED6,20260810
当我看完痴迷..3,超级无敌蘑菇羊,日常,1553612,61539,844,533,22678,1992,765,278,2026-08-07 05:27:54,BV14pu46yEMG,20260810
5元瓷碗vs皇家瓷器! 景德镇陶瓷差距有多大?,杰克小兔,出行,696314,29840,1621,1960,4018,2961,597,906,2026-08-08 09:04:11,BV1Mhug6NEfv,20260810
在网上把广东人唱红温后，终于被粤语区的报复了！,吹拉弹唱慕星银,翻唱,1296383,43725,3222,3640,8588,8543,4721,282,2026-08-07 11:30:00,BV1iDub6PEhn,20260810
主播剪这个视频时都在笑,一群重型坦克,手机游戏,888517,101305,6171,25078,12141,5203,19849,61,2026-08-07 16:14:01,BV1xCuN6QEfz,20260810
一口气看完穿越东汉末年·第一季（创业篇）,凉州经略使,影视杂谈,195040,11666,1734,1784,5832,4663,559,36001,2026-08-08 12:01:06,BV182uu6NEnm,20260810
【直到大地变成一颗酸橙】TO-EX-1至TO-EX-8突袭一摆到底合集版 摆完挂机 简单好抄,萧然Q,手机游戏,274853,12770,620,214,2810,9528,243,1365,2026-08-08 15:39:22,BV16Vu56AEoK,20260810
恐龙快打真人版来了！耗时 4311314 秒致敬童年街机恐龙快打真人版一剪到底,AIGC十四,影视剪辑,319769,10773,600,2877,5372,5477,1356,2493,2026-08-08 01:15:00,BV1ejuh6NE4G,20260810
忍一时腐肉难寻，退一步满山尸臭，谦让的秃鹫和兀鹫,代鸿Project,动物综合,552758,31117,5042,2905,5430,1474,1612,503,2026-08-07 10:00:00,BV1MZu46DEU9,20260810
叮咚！请梦想家们查收「妄想天使的绮梦度假村拍摄花絮」!,妄想天使唯一指定官号,综合,1008551,196888,5198,385,29499,17540,7253,28,2026-08-08 10:00:00,BV1sbub6EE2P,20260810
终末之谷再开！超能力撕名牌！大型火影主播综艺《飞舞吧忍者第二季》ep04—轮回终章,鬼叔黍,综艺,548909,51280,2070,16584,20526,30815,1603,3344,2026-08-08 04:00:00,BV1rwuh61EWo,20260810
当我把《她说》改成英文版，撩外国女生,史大卫,搞笑,303881,8417,816,574,1622,761,193,291,2026-08-08 11:48:56,BV11ou36KEpV,20260810
3种发圈正确戴法！轻松解锁夏日氛围感造型,chilly香菜,美妆护肤,2431944,180880,3334,728,63824,4536,8750,122,2026-08-06 10:41:07,BV1CBuJ6nE33,20260810
攻守易行也！霸凌上鬼了,守拙君,单机游戏,1024182,55032,370,158,12863,567,1081,69,2026-08-08 05:17:12,BV1oKuM6CE67,20260810
做什么都是一个人的话，会不会太自由了,凛糟糕,日常,2833598,179029,8871,697,33869,11592,5455,73,2026-08-06 11:00:20,BV1vRuJ6zEro,20260810
《异环》1.3版本前瞻特别节目回顾,异环,单机游戏,887716,34298,14360,15019,5766,8919,2857,3793,2026-08-08 12:30:00,BV1NUMy6oEgd,20260810
这次的伙伴是ICE（液氮）奥特曼！,十六van游戏,电子竞技,786065,45726,501,495,15030,3515,4098,460,2026-08-08 04:40:00,BV1JCuM6EE5q,20260810
“盛夏，蝉鸣，小小的Miku~”,小陈的脚凑凑的,日常,1241043,162053,3562,650,44700,16946,7532,83,2026-08-06 22:54:00,BV1KAux6zEsK,20260810
AI小镇发布啦！【B站AI创造公开赛】,是花子呀_,计算机技术,132665,12646,812,83,9748,4808,1013,172,2026-08-08 12:30:00,BV1uBut6WE2Z,20260810
网络热门长虫视频(121)刷新认知！云南一男子徒手抓西南眼镜蛇被咬伤后出现严重神经毒症状？,世界记忆大师龙雅,科学科普,633325,36664,1349,2327,3463,2058,398,479,2026-08-08 10:30:00,BV1C2ux6uEms,20260810
【战双帕弥什】动画短片 | 于频率中相汇,战双帕弥什,手机游戏,179931,19436,657,280,4011,6918,1209,89,2026-08-09 03:00:00,BV16iMr6MEwn,20260810
运到你了嘛,兮酱三角洲行动,电子竞技,711596,32176,2654,10006,14126,5436,5342,83,2026-08-08 05:46:47,BV1cmug6WEwo,20260810
聪明猫在一起久了也会有一些共同点……,亮亮也是酿酿,喵星人,3837987,419337,10503,3818,40629,50340,11787,420,2026-08-07 05:17:02,BV1Guu46sEkA,20260810
十岁那年我弟爬进废弃飞船，舱门再打开时，他消失了,困牛拿铁,国产原创相关,1099877,54486,429,290,6793,739,907,301,2026-08-07 02:05:17,BV1xEus6zEEv,20260810
青春没有售价，骑着一台十年前的125直达拉萨！历时12天，4000余公里 我终于做到了！,张骑迹,运动综合,239125,14083,723,949,1407,4534,936,799,2026-08-08 01:15:16,BV1MHuK6REax,20260810
保安从业手册！超好玩儿的奇幻喜剧，上映20年创意依然脑洞大开,长片短解,影视杂谈,7921787,108854,417,645,56185,3302,550,1283,2026-08-05 11:00:00,BV1GYMk6FEPY,20260810
买20卢比的成吉思鸡，差点鳞片不保,印度老吃家,美食侦探,344389,28267,575,404,1626,640,460,198,2026-08-08 14:00:00,BV15JuG6nEBz,20260810
当你受伤时你的朋友：,一串大福,搞笑,450946,38471,641,1711,5891,1486,295,128,2026-08-08 10:10:28,BV19Buu66EgA,20260810
如何高情商和女生对话,其实我是超级小孩,单机游戏,564696,80372,1214,536,15259,813,2952,51,2026-08-08 05:56:16,BV1PBug68EhR,20260810
我们只有不断发声才能让更多人看到,干饭快乐小伙,搞笑,442750,30601,205,21,678,677,76,102,2026-08-08 09:53:07,BV19quu63EyC,20260810
高分黑色喜剧，顶级杀手有一个演员梦？！全网最详细解说，一口气看完美剧《杀手巴瑞》第1季,蔡老板家的长工,影视杂谈,354857,9528,200,793,6826,2028,138,4578,2026-08-08 10:00:00,BV1V8uN6hEQK,20260810
